Gene	mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G36095	0	3	0	0	1	0
AT1G36105	0	5	0	0	2	0
AT1G36110	0	3	0	4	0	1
AT1G36120	2	18	0	1	2	0
AT1G36130	0	30	4	6	17	2
AT1G36140	0	36	0	2	28	1
AT1G36160	117	104	177	146	85	206
AT1G36180	4	4	15	16	4	7
AT1G36185	0	0	1	0	0	0
AT1G36210	0	5	1	4	9	0
AT1G36230	0	0	0	3	3	0
AT1G36240	0	1	0	0	1	0
AT1G36250	0	1	1	0	6	0
AT1G36260	0	0	0	0	1	0
AT1G36270	0	6	0	0	3	0
AT1G36272	0	0	0	3	0	0
AT1G36280	25	24	13	32	13	13
AT1G36290	0	3	0	0	3	0
AT1G36300	4	17	0	9	14	3
AT1G36305	0	0	0	0	2	0
AT1G36310	46	29	30	23	13	28
AT1G36320	82	77	87	60	46	70
AT1G36340	0	0	0	0	1	0
AT1G36360	0	8	0	0	2	0
AT1G36370	38	60	120	57	46	121
AT1G36380	15	18	80	21	21	67
AT1G36390	52	55	96	56	14	59
AT1G36403	0	0	0	0	1	0
AT1G36420	0	1	0	2	0	0
AT1G36440	0	19	2	4	11	3
AT1G36441	0	15	0	1	13	0
AT1G36445	0	0	0	0	6	0
AT1G36480	0	0	0	0	2	1
AT1G36485	0	0	0	0	3	0
AT1G36495	0	2	0	0	1	0
AT1G36500	0	5	0	0	0	0
AT1G36510	0	0	0	0	4	0
AT1G36520	0	12	0	11	9	1
AT1G36530	0	3	0	0	1	0
AT1G36540	0	15	0	2	2	0
AT1G36560	0	2	0	0	0	0
AT1G36570	0	7	0	0	12	0
AT1G36580	0	0	0	1	3	0
AT1G36600	0	3	2	0	0	8
AT1G36610	0	0	1	0	9	2
AT1G36620	0	0	0	0	3	0
AT1G36622	19	16	27	79	193	226
AT1G36630	0	41	2	2	36	1
AT1G36640	2	31	1	1	40	1
AT1G36660	5	61	0	8	32	0
AT1G36675	0	16	2	3	1	0
AT1G36680	0	0	3	0	8	1
AT1G36690	0	0	0	0	4	0
AT1G36700	0	0	0	0	1	1
AT1G36710	0	0	0	0	5	0
AT1G36720	0	1	0	0	0	0
AT1G36740	0	18	0	6	28	0
AT1G36770	0	42	1	15	15	0
AT1G36790	0	45	0	7	42	2
AT1G36795	0	0	0	7	2	0
AT1G36810	0	2	0	0	5	0
AT1G36830	0	3	0	0	0	0
AT1G36890	0	0	1	0	0	0
AT1G36915	0	1	1	0	7	1
AT1G36927	0	0	0	0	1	0
AT1G36933	0	5	0	0	7	0
AT1G36936	0	4	0	0	5	1
AT1G36940	4	4	7	4	5	2
AT1G36975	0	2	0	0	4	0
AT1G36980	85	71	326	93	58	254
AT1G36990	14	49	41	50	35	48
AT1G37020	0	0	0	0	7	0
AT1G37030	0	3	0	6	22	2
AT1G37035	1	3	1	1	10	0
AT1G37040	0	5	0	0	0	0
AT1G37050	0	2	0	3	0	0
AT1G37057	0	27	0	2	34	1
AT1G37060	0	2	0	0	0	0
AT1G37063	0	0	1	2	6	1
AT1G37090	0	1	0	0	0	1
AT1G37100	0	4	0	0	0	0
AT1G37110	0	0	0	0	4	0
AT1G37113	0	6	0	0	6	0
AT1G37120	0	0	0	4	8	0
AT1G37130	283	216	339	323	280	851
AT1G37140	0	4	0	0	1	3
AT1G37170	0	2	0	0	0	0
AT1G37190	0	0	0	0	2	0
AT1G37210	0	0	0	1	4	0
AT1G37275	0	1	0	0	4	0
AT1G37340	0	0	0	5	3	1
AT1G37405	0	1	2	0	7	2
AT1G37669	0	0	0	0	3	0
AT1G37735	0	6	0	7	2	2
AT1G37867	0	0	0	3	0	0
AT1G37933	0	4	1	0	1	0
AT1G37999	0	1	1	0	2	0
AT1G38131	16	29	127	40	60	89
AT1G38140	0	5	0	0	5	0
AT1G38158	0	0	1	0	0	0
AT1G38167	0	0	0	3	0	0
AT1G38185	0	13	2	18	19	6
AT1G38212	0	3	2	6	21	0
AT1G38230	0	111	5	27	65	7
AT1G38350	0	0	0	1	0	0
AT1G38360	3	12	1	0	19	0
AT1G38380	1	2	0	0	0	0
AT1G38390	0	0	0	0	3	0
AT1G38410	0	1	0	0	0	0
AT1G38423	3	40	2	5	35	5
AT1G38430	0	4	0	0	1	0
AT1G38440	0	0	0	0	1	0
AT1G38450	0	7	0	3	0	2
AT1G38460	0	15	1	15	1	0
AT1G38870	0	0	0	0	11	0
AT1G39270	0	6	0	1	10	2
AT1G39670	0	1	0	0	12	0
AT1G40072	0	3	0	0	15	0
AT1G40077	0	2	0	1	9	0
AT1G40079	0	7	0	6	1	0
AT1G40081	0	13	0	0	10	0
AT1G40087	0	0	1	2	7	0
AT1G40089	0	0	0	0	11	0
AT1G40091	0	7	1	8	29	0
AT1G40095	0	4	0	0	0	0
AT1G40097	0	2	0	0	7	0
AT1G40099	0	0	0	0	3	0
AT1G40101	1	12	1	4	6	1
AT1G40103	0	0	0	0	4	1
AT1G40104	0	31	5	5	596	3
AT1G40105	0	3	0	0	4	0
AT1G40106	0	0	0	0	2	0
AT1G40107	0	2	0	0	0	0
AT1G40109	0	5	0	0	0	0
AT1G40113	0	0	1	0	0	0
AT1G40115	0	0	0	0	2	0
AT1G40117	0	0	0	2	0	0
AT1G40121	0	3	0	0	0	0
AT1G40125	0	5	4	3	5	0
AT1G40129	0	1	0	0	0	0
AT1G40135	0	4	0	0	4	0
AT1G40230	0	0	3	9	0	0
AT1G40310	0	0	2	0	0	0
AT1G40390	0	0	1	0	0	0
AT1G40630	0	3	0	0	0	0
AT1G41650	0	1	0	0	1	0
AT1G41680	0	0	1	0	0	3
AT1G41730	0	0	0	0	0	1
AT1G41740	0	2	0	0	3	0
AT1G41743	0	2	0	0	0	0
AT1G41755	0	0	2	0	0	0
AT1G41760	3	0	0	0	0	0
AT1G41775	0	12	1	5	20	0
AT1G41795	0	0	0	0	5	0
AT1G41797	0	2	0	0	2	1
AT1G41803	0	6	1	0	5	0
AT1G41825	0	2	0	0	0	0
AT1G41830	70	33	278	41	19	149
AT1G41835	0	3	0	0	0	0
AT1G41840	0	10	0	2	0	0
AT1G41850	0	0	1	0	0	0
AT1G41855	0	0	1	0	0	0
AT1G41880	318	348	217	388	247	244
AT1G41890	0	8	0	0	4	1
AT1G41896	0	0	0	0	2	0
AT1G41910	0	0	0	4	0	0
AT1G41920	0	2	0	0	3	0
AT1G41930	0	43	6	8	45	6
AT1G42050	0	10	2	1	7	1
AT1G42090	0	6	0	0	0	0
AT1G42110	0	0	0	0	5	0
AT1G42130	0	9	1	0	1	1
AT1G42140	52	95	5	61	138	2
AT1G42150	0	3	1	0	1	0
AT1G42160	0	1	2	2	0	1
AT1G42190	0	0	0	0	1	1
AT1G42200	0	1	0	0	13	0
AT1G42210	0	16	1	2	12	0
AT1G42240	0	0	0	1	9	0
AT1G42290	0	1	0	4	8	1
AT1G42300	0	0	0	5	0	0
AT1G42310	0	7	0	6	15	3
AT1G42320	0	1	0	0	0	3
AT1G42350	4	6	0	0	13	0
AT1G42365	0	1	1	1	0	0
AT1G42377	0	32	2	2	15	0
AT1G42380	0	0	1	0	3	0
AT1G42390	0	2	0	0	0	0
AT1G42393	0	0	1	0	0	0
AT1G42410	0	1	0	0	0	0
AT1G42420	0	0	1	0	5	0
AT1G42430	94	78	84	61	18	72
AT1G42440	51	43	113	101	56	110
AT1G42450	0	3	0	4	1	0
AT1G42460	0	7	0	1	1	0
AT1G42470	65	48	144	56	72	183
AT1G42480	37	33	86	65	43	146
AT1G42490	0	0	0	0	19	0
AT1G42510	0	0	0	2	0	0
AT1G42515	0	0	1	1	2	0
AT1G42520	0	0	0	0	4	0
AT1G42525	0	0	0	0	0	1
AT1G42540	45	7	50	25	24	71
AT1G42550	548	588	357	360	175	280
AT1G42560	0	2	0	0	2	2
AT1G42570	0	3	0	0	2	1
AT1G42580	3	0	0	0	0	0
AT1G42590	0	0	0	6	0	1
AT1G42605	0	0	0	0	0	1
AT1G42610	0	0	0	0	2	0
AT1G42620	8	9	5	4	30	1
AT1G42635	0	0	1	0	0	0
AT1G42650	0	24	0	2	15	0
AT1G42690	0	0	0	0	6	0
AT1G42695	4	17	2	10	36	0
AT1G42697	0	0	0	0	1	0
AT1G42698	0	4	0	0	0	0
AT1G42703	2	0	0	0	9	0
AT1G42740	0	8	0	0	2	0
AT1G42745	0	4	0	1	0	0
AT1G42852	0	13	1	0	2	0
AT1G42888	0	0	0	0	2	0
AT1G42960	517	574	545	380	264	450
AT1G42970	1293	1393	3193	891	345	1591
AT1G42980	0	7	0	0	8	0
AT1G42990	85	176	113	210	202	258
AT1G43000	0	0	0	2	1	0
AT1G43010	0	0	0	0	2	0
AT1G43020	0	0	0	0	4	0
AT1G43030	0	2	0	0	0	0
AT1G43060	0	16	2	11	14	1
AT1G43130	78	56	104	107	51	165
AT1G43140	0	29	0	0	8	0
AT1G43150	0	0	0	0	1	0
AT1G43160	247	164	507	585	480	1525
AT1G43170	304	349	968	470	164	1338
AT1G43180	0	2	0	0	1	0
AT1G43190	73	41	101	118	52	113
AT1G43200	0	12	0	2	0	0
AT1G43210	0	9	0	0	0	0
AT1G43240	0	15	0	0	1	0
AT1G43245	24	23	118	30	27	111
AT1G43250	4	6	0	5	6	0
AT1G43260	0	7	2	3	18	0
AT1G43270	0	15	1	3	3	1
AT1G43290	0	0	0	0	3	0
AT1G43300	0	8	1	0	0	1
AT1G43330	0	0	0	0	5	0
AT1G43387	0	5	0	2	2	0
AT1G43444	0	0	0	1	3	0
AT1G43502	1	11	0	0	3	0
AT1G43560	210	168	451	144	107	273
AT1G43580	33	15	28	22	10	31
AT1G43590	0	0	1	2	0	0
AT1G43620	36	53	80	63	29	82
AT1G43630	0	0	2	0	5	0
AT1G43640	0	4	1	0	3	2
AT1G43650	3	18	23	18	2	19
AT1G43665	0	1	0	0	0	0
AT1G43670	431	453	422	210	129	228
AT1G43675	13	16	10	1	5	8
AT1G43690	58	52	100	99	41	111
AT1G43700	150	124	317	185	107	353
AT1G43710	184	149	278	207	139	408
AT1G43720	0	0	0	0	3	0
AT1G43723	0	5	0	0	5	0
AT1G43725	0	5	0	3	2	0
AT1G43740	0	1	0	0	0	0
AT1G43750	0	2	0	0	8	0
AT1G43763	0	7	0	0	0	0
AT1G43766	0	0	0	0	3	0
AT1G43770	9	5	9	2	10	7
AT1G43775	0	0	0	0	0	1
AT1G43777	0	14	2	22	11	2
AT1G43780	0	7	0	0	3	0
AT1G43785	0	1	0	12	10	1
AT1G43790	15	13	6	7	6	11
AT1G43800	0	7	4	4	9	4
AT1G43830	0	8	1	0	0	0
AT1G43840	0	0	0	1	0	1
AT1G43850	76	75	155	90	50	160
AT1G43860	29	49	60	29	19	82
AT1G43880	0	0	0	0	2	0
AT1G43886	7	5	21	8	6	24
AT1G43890	85	60	92	83	56	105
AT1G43895	0	8	0	0	12	0
AT1G43897	0	0	0	0	1	0
AT1G43900	97	112	60	67	54	94
AT1G43910	43	14	49	21	13	29
AT1G43920	0	12	0	0	4	0
AT1G43930	6	20	1	19	14	3
AT1G43950	0	5	0	6	0	0
AT1G43960	0	8	1	5	10	1
AT1G43980	0	4	2	5	0	0
AT1G44000	107	88	256	63	51	104
AT1G44010	0	2	0	0	0	0
AT1G44020	0	0	0	0	6	0
AT1G44040	0	0	1	0	1	0
AT1G44045	0	0	0	2	0	0
AT1G44060	0	12	0	0	0	0
AT1G44075	0	0	0	0	2	0
AT1G44080	0	5	0	0	2	0
AT1G44090	0	0	0	1	0	0
AT1G44100	21	37	40	45	43	30
AT1G44110	0	1	4	0	0	1
AT1G44120	4	9	12	4	7	13
AT1G44130	6	19	6	24	24	14
AT1G44140	0	0	0	0	2	0
AT1G44150	0	2	0	0	0	0
AT1G44160	0	9	0	1	6	3
AT1G44170	14	30	32	72	20	49
AT1G44180	0	5	0	1	0	0
AT1G44191	2	16	4	3	10	2
AT1G44350	74	132	202	279	273	522
AT1G44414	0	0	2	1	0	3
AT1G44446	112	94	173	75	22	111
AT1G44510	4	4	0	8	12	3
AT1G44542	0	7	0	2	2	0
AT1G44575	901	777	1639	576	346	1003
AT1G44608	0	7	0	4	0	0
AT1G44740	0	12	1	0	9	0
AT1G44750	42	25	33	34	23	27
AT1G44760	15	45	16	20	15	24
AT1G44770	103	81	61	67	28	57
AT1G44780	4	15	12	9	10	7
AT1G44790	58	42	48	79	37	60
AT1G44800	50	18	34	64	43	73
AT1G44810	88	146	56	93	25	65
AT1G44820	143	181	73	116	87	80
AT1G44830	0	4	1	0	0	0
AT1G44835	25	24	55	54	27	63
AT1G44840	0	1	0	1	0	0
AT1G44890	12	3	34	3	11	50
AT1G44900	0	7	6	2	4	7
AT1G44910	186	266	155	156	75	181
AT1G44920	197	284	779	159	175	517
AT1G44935	0	14	1	1	25	2
AT1G44960	16	14	12	11	14	21
AT1G44990	8	1	0	1	0	0
AT1G45000	167	214	414	209	163	513
AT1G45010	14	15	32	18	18	30
AT1G45015	0	0	0	0	1	0
AT1G45050	15	44	95	29	22	87
AT1G45070	0	8	0	4	0	0
AT1G45110	2	3	8	1	1	6
AT1G45120	8	8	5	3	3	7
AT1G45130	5	88	17	9	48	7
AT1G45140	0	11	1	0	24	0
AT1G45145	325	167	236	385	139	458
AT1G45150	43	30	36	26	26	53
AT1G45160	52	81	160	89	84	168
AT1G45165	43	44	23	23	22	33
AT1G45170	21	13	21	17	11	16
AT1G45180	19	34	30	22	26	43
AT1G45201	65	57	233	104	63	138
AT1G45211	0	1	0	0	0	0
AT1G45223	0	0	0	0	1	0
AT1G45229	0	4	2	7	1	0
AT1G45230	43	79	128	54	21	110
AT1G45243	0	3	0	0	0	1
AT1G45249	39	42	56	67	46	50
AT1G45332	5	7	31	15	9	45
AT1G45474	188	152	245	91	47	139
AT1G45545	4	10	11	0	1	6
AT1G45616	2	2	14	4	1	6
AT1G45688	117	112	254	133	103	357
AT1G45904	0	1	0	0	4	0
AT1G45976	56	22	30	68	25	60
AT1G46120	10	22	0	1	12	6
AT1G46192	0	25	0	4	26	0
AT1G46264	0	4	19	0	3	8
AT1G46408	0	1	0	0	0	0
AT1G46480	5	6	3	0	16	3
AT1G46552	0	6	1	2	3	0
AT1G46554	8	9	7	14	1	4
AT1G46696	0	0	0	0	1	0
AT1G46768	15	18	25	4	5	13
AT1G47056	21	30	41	27	16	53
AT1G47128	1388	1063	2430	1195	629	1875
AT1G47200	146	98	143	140	66	159
AT1G47210	2	1	3	6	2	9
AT1G47220	0	0	1	0	0	0
AT1G47230	13	12	19	14	11	22
AT1G47240	21	23	24	40	21	19
AT1G47250	68	57	77	82	35	102
AT1G47260	100	101	175	126	77	200
AT1G47265	0	0	0	0	2	0
AT1G47270	14	13	26	13	18	19
AT1G47271	0	0	0	0	0	1
AT1G47278	33	49	24	24	38	23
AT1G47280	0	8	1	0	12	0
AT1G47290	8	29	21	6	8	34
AT1G47300	0	2	0	0	0	0
AT1G47310	52	64	45	28	16	43
AT1G47320	0	1	0	0	4	0
AT1G47330	25	36	100	50	28	87
AT1G47340	12	20	6	5	8	10
AT1G47360	0	1	0	0	0	0
AT1G47370	0	0	0	4	0	0
AT1G47380	18	40	20	21	53	40
AT1G47389	0	0	0	0	8	0
AT1G47390	0	0	0	0	7	0
AT1G47395	3	35	1	0	22	1
AT1G47400	0	9	0	1	0	2
AT1G47410	1	7	9	10	0	5
AT1G47420	189	134	530	205	99	510
AT1G47435	0	1	0	3	0	0
AT1G47440	1	5	5	4	10	0
AT1G47480	7	21	8	1	1	14
AT1G47490	83	68	121	71	49	121
AT1G47495	0	3	0	3	1	1
AT1G47497	0	44	0	1	28	0
AT1G47500	54	22	85	38	38	108
AT1G47510	25	46	12	39	61	30
AT1G47520	8	20	2	0	3	1
AT1G47530	157	110	177	128	82	286
AT1G47550	39	41	59	48	24	57
AT1G47560	0	0	5	0	0	5
AT1G47565	0	4	3	2	1	1
AT1G47570	17	13	21	11	7	31
AT1G47580	28	35	71	27	10	32
AT1G47590	0	0	0	0	1	0
AT1G47600	0	8	0	0	1	0
AT1G47603	0	1	0	1	4	0
AT1G47606	0	4	0	0	0	0
AT1G47610	0	1	0	1	3	0
AT1G47640	29	16	38	31	25	54
AT1G47650	0	0	0	0	0	1
AT1G47655	1	3	7	6	9	8
AT1G47670	9	13	10	1	2	11
AT1G47705	0	4	1	1	10	0
AT1G47710	102	88	164	128	82	216
AT1G47720	9	3	24	13	5	24
AT1G47740	61	39	55	45	44	39
AT1G47750	46	47	38	57	42	36
AT1G47760	0	1	0	0	0	0
AT1G47790	0	0	0	0	2	0
AT1G47810	0	0	1	0	0	0
AT1G47816	0	1	0	0	6	0
AT1G47820	6	7	5	2	2	3
AT1G47830	23	44	42	43	33	45
AT1G47840	6	3	2	3	0	10
AT1G47860	15	159	97	88	161	105
AT1G47870	16	40	27	53	27	51
AT1G47885	0	0	0	3	0	0
AT1G47890	0	5	3	9	0	8
AT1G47900	8	16	9	15	6	13
AT1G47920	0	1	0	0	0	0
AT1G47930	0	1	0	0	0	0
AT1G47940	0	0	0	0	1	0
AT1G47950	0	3	2	0	4	0
AT1G47960	45	31	57	35	51	49
AT1G47970	1020	1127	708	756	323	913
AT1G47980	0	7	0	0	3	0
AT1G48000	5	13	4	5	2	14
AT1G48020	0	0	1	0	0	0
AT1G48030	364	294	474	225	85	328
AT1G48040	19	18	13	23	14	14
AT1G48050	36	33	43	34	17	42
AT1G48060	0	0	0	0	0	1
AT1G48070	0	0	0	0	1	0
AT1G48090	108	107	167	92	107	190
AT1G48100	8	17	25	9	3	13
AT1G48110	28	80	153	118	45	161
AT1G48120	16	12	43	11	14	36
AT1G48140	18	13	15	14	6	19
AT1G48160	48	33	41	42	20	62
AT1G48170	7	6	24	6	5	17
AT1G48175	12	25	31	6	8	17
AT1G48180	0	4	0	0	0	0
AT1G48200	13	9	38	17	6	37
AT1G48210	126	153	314	266	126	371
AT1G48220	0	1	0	1	0	0
AT1G48230	11	14	30	27	18	41
AT1G48240	12	118	15	26	70	11
AT1G48250	0	2	0	1	3	0
AT1G48260	2	6	7	1	0	2
AT1G48268	0	4	0	0	13	0
AT1G48270	8	5	16	3	10	16
AT1G48280	0	24	6	20	10	19
AT1G48290	0	10	0	0	0	0
AT1G48300	304	430	181	215	135	244
AT1G48310	9	10	11	8	12	16
AT1G48315	0	0	10	3	0	15
AT1G48320	13	6	15	22	18	20
AT1G48325	0	2	0	0	0	0
AT1G48330	11	22	12	7	1	7
AT1G48350	161	202	990	63	32	504
AT1G48360	6	9	21	14	3	18
AT1G48370	31	29	48	73	21	57
AT1G48380	18	18	22	28	29	36
AT1G48390	0	2	1	0	2	1
AT1G48400	0	1	0	0	3	2
AT1G48405	0	0	0	0	3	0
AT1G48410	109	86	277	133	80	288
AT1G48420	69	94	278	89	35	132
AT1G48422	0	0	0	0	1	0
AT1G48430	31	78	256	97	47	283
AT1G48440	204	197	313	226	137	382
AT1G48450	182	134	292	162	57	242
AT1G48460	25	18	97	34	14	68
AT1G48470	0	15	0	3	4	0
AT1G48480	52	53	62	12	16	23
AT1G48490	36	47	73	61	35	118
AT1G48500	1	6	3	0	10	5
AT1G48510	0	3	0	0	4	0
AT1G48520	44	65	60	44	30	46
AT1G48530	0	111	2	2	66	1
AT1G48540	34	41	87	40	28	64
AT1G48550	43	26	40	24	5	28
AT1G48560	0	0	4	3	1	2
AT1G48570	38	58	338	35	26	292
AT1G48580	3	0	4	3	0	0
AT1G48590	0	2	0	0	13	1
AT1G48600	3	1	1	0	2	2
AT1G48605	5	2	2	6	1	10
AT1G48610	14	15	62	15	26	59
AT1G48620	252	313	409	227	150	397
AT1G48625	0	0	0	3	1	0
AT1G48630	8	38	46	67	26	72
AT1G48635	19	40	41	24	35	32
AT1G48640	0	0	0	2	2	2
AT1G48650	18	33	83	23	20	70
AT1G48660	0	0	0	0	0	1
AT1G48680	0	0	0	2	0	0
AT1G48730	0	3	0	0	0	0
AT1G48740	0	0	0	0	0	1
AT1G48745	12	6	2	7	2	2
AT1G48760	44	43	120	59	36	172
AT1G48770	6	10	17	10	4	16
AT1G48780	5	4	7	3	5	24
AT1G48790	85	69	183	106	74	193
AT1G48800	0	3	0	1	9	0
AT1G48820	0	4	0	0	4	0
AT1G48830	35	127	101	120	49	127
AT1G48840	16	13	33	23	11	29
AT1G48850	158	148	368	413	250	1108
AT1G48860	56	83	121	115	29	177
AT1G48870	2	6	2	0	7	0
AT1G48880	1	4	9	10	1	3
AT1G48890	0	0	0	0	1	0
AT1G48900	107	81	147	123	114	206
AT1G48910	0	2	0	7	1	0
AT1G48920	1120	1347	3746	1629	707	4377
AT1G48930	0	0	2	0	0	0
AT1G48950	47	16	16	18	14	38
AT1G48960	15	0	6	6	16	10
AT1G48970	41	38	145	64	69	164
AT1G48980	0	6	1	4	9	1
AT1G48990	0	9	0	2	0	0
AT1G49000	19	27	14	133	56	251
AT1G49010	83	98	77	38	21	66
AT1G49030	0	0	0	2	1	5
AT1G49032	47	25	16	26	10	50
AT1G49040	35	44	88	71	43	140
AT1G49050	39	32	131	102	50	193
AT1G49070	0	8	0	0	24	0
AT1G49090	0	0	0	1	0	0
AT1G49100	0	0	1	0	5	0
AT1G49110	0	0	0	2	2	0
AT1G49120	0	8	0	2	6	0
AT1G49130	39	74	38	21	26	32
AT1G49140	86	113	81	77	30	116
AT1G49150	3	0	1	0	0	3
AT1G49160	18	19	7	16	7	9
AT1G49170	5	5	6	3	1	6
AT1G49180	2	17	21	5	11	13
AT1G49190	0	1	0	1	1	0
AT1G49200	2	0	1	0	0	4
AT1G49210	2	0	0	0	2	2
AT1G49220	0	0	1	0	0	0
AT1G49230	18	11	59	44	34	21
AT1G49240	185	185	387	250	135	492
AT1G49245	12	19	9	4	13	6
AT1G49250	0	3	0	0	8	1
AT1G49270	0	37	0	15	3	1
AT1G49290	0	18	0	0	2	0
AT1G49300	223	123	111	149	66	127
AT1G49310	0	2	6	3	5	2
AT1G49320	0	9	1	1	0	2
AT1G49330	0	0	0	0	2	0
AT1G49340	45	46	71	57	30	114
AT1G49350	12	14	14	17	4	9
AT1G49360	9	6	10	27	25	15
AT1G49370	1	0	0	0	2	0
AT1G49380	106	143	134	53	28	66
AT1G49390	0	1	0	0	0	0
AT1G49400	19	4	50	27	10	38
AT1G49405	0	0	0	0	2	1
AT1G49410	79	75	138	105	72	188
AT1G49430	44	41	50	50	6	33
AT1G49435	0	0	0	0	1	0
AT1G49440	0	11	0	0	19	0
AT1G49450	58	22	22	113	60	201
AT1G49470	42	102	41	107	53	60
AT1G49475	0	2	0	0	2	0
AT1G49480	49	95	179	93	46	128
AT1G49490	29	23	33	16	7	16
AT1G49500	240	136	109	127	73	163
AT1G49510	26	22	56	41	38	39
AT1G49520	7	1	10	27	9	13
AT1G49530	5	14	3	5	5	2
AT1G49540	16	10	12	27	2	19
AT1G49550	0	5	0	0	0	0
AT1G49560	12	44	37	6	12	16
AT1G49580	21	9	40	27	4	33
AT1G49590	14	15	16	18	11	24
AT1G49600	37	91	208	54	37	362
AT1G49610	0	3	0	0	0	1
AT1G49620	0	14	6	7	11	11
AT1G49630	12	24	35	17	11	17
AT1G49640	0	0	0	10	0	0
AT1G49650	147	204	221	83	42	203
AT1G49660	93	87	132	62	39	94
AT1G49670	63	79	146	99	73	147
AT1G49680	0	2	0	5	0	0
AT1G49700	0	9	0	4	9	1
AT1G49710	34	39	107	69	39	133
AT1G49720	69	66	174	51	30	142
AT1G49730	15	21	43	24	19	33
AT1G49740	129	124	302	167	103	167
AT1G49750	1536	1905	8101	1179	582	3718
AT1G49760	66	74	204	73	39	251
AT1G49770	0	11	1	0	13	0
AT1G49780	12	5	17	10	7	23
AT1G49800	0	9	0	0	1	0
AT1G49820	48	31	80	40	45	51
AT1G49830	0	7	0	0	0	0
AT1G49840	11	13	24	13	9	24
AT1G49850	24	26	52	64	28	62
AT1G49870	0	9	0	4	5	1
AT1G49880	19	18	33	12	12	21
AT1G49890	15	34	29	26	10	30
AT1G49900	0	15	4	2	8	4
AT1G49910	0	0	2	0	0	1
AT1G49920	1	21	0	7	11	1
AT1G49940	0	4	0	0	0	0
AT1G49950	29	35	47	52	51	44
AT1G49952	2	0	0	0	0	0
AT1G49970	483	335	778	513	283	680
AT1G49975	122	67	130	36	15	32
AT1G49980	39	22	50	17	11	34
AT1G49990	14	5	18	2	6	2
AT1G50000	8	4	5	3	2	6
AT1G50010	202	204	554	332	241	701
AT1G50020	172	119	400	131	114	236
AT1G50030	39	53	118	65	39	157
AT1G50040	15	9	9	8	21	9
AT1G50050	0	0	1	0	0	0
AT1G50055	6	9	7	3	4	8
AT1G50080	0	0	0	0	1	0
AT1G50090	0	3	0	0	2	0
AT1G50110	0	8	0	0	1	2
AT1G50120	50	31	43	30	35	75
AT1G50140	18	32	55	62	36	71
AT1G50170	63	43	168	67	42	152
AT1G50180	0	9	5	0	3	19
AT1G50190	0	3	0	1	2	0
AT1G50200	206	216	275	253	139	318
AT1G50210	0	6	0	0	4	0
AT1G50220	0	0	0	0	2	0
AT1G50250	304	243	509	301	191	368
AT1G50260	11	31	20	25	16	30
AT1G50270	5	11	7	2	1	2
AT1G50280	7	5	16	3	0	2
AT1G50290	1	19	12	9	8	6
AT1G50300	27	88	71	48	41	78
AT1G50310	1	0	3	0	3	1
AT1G50320	238	185	777	261	133	648
AT1G50340	0	0	0	0	5	0
AT1G50350	0	1	0	0	0	1
AT1G50360	49	44	37	62	4	51
AT1G50370	111	73	267	172	149	350
AT1G50380	31	51	61	43	7	69
AT1G50400	0	0	8	0	4	12
AT1G50410	31	35	57	37	16	93
AT1G50420	45	71	46	67	16	33
AT1G50430	88	50	173	135	41	217
AT1G50440	23	21	26	40	15	30
AT1G50450	99	86	104	36	17	71
AT1G50460	26	74	50	49	29	65
AT1G50480	242	243	578	266	79	421
AT1G50490	3	4	8	0	0	3
AT1G50500	31	29	71	36	15	76
AT1G50510	34	10	34	26	10	42
AT1G50520	2	10	6	3	5	6
AT1G50550	0	3	0	5	4	1
AT1G50560	0	3	0	0	7	1
AT1G50570	32	44	61	93	48	72
AT1G50575	25	2	40	21	12	31
AT1G50590	7	0	2	8	4	3
AT1G50600	59	62	103	82	60	120
AT1G50610	1	7	1	4	8	0
AT1G50620	16	12	29	27	15	27
AT1G50630	4	9	19	16	7	27
AT1G50640	138	150	387	257	158	417
AT1G50660	48	90	65	80	27	85
AT1G50670	141	107	123	157	129	134
AT1G50690	0	42	0	11	27	1
AT1G50700	5	13	10	6	6	13
AT1G50710	16	27	19	23	13	23
AT1G50720	0	2	0	0	0	0
AT1G50730	50	49	99	28	24	52
AT1G50735	0	3	0	0	2	0
AT1G50740	27	14	47	42	20	61
AT1G50750	6	13	5	5	17	7
AT1G50770	1	6	1	5	5	0
AT1G50780	0	0	0	0	2	0
AT1G50790	0	3	2	1	4	1
AT1G50800	0	0	0	0	1	0
AT1G50810	0	0	0	0	6	0
AT1G50820	0	2	0	0	0	0
AT1G50830	0	0	0	0	4	0
AT1G50840	71	44	133	81	22	100
AT1G50850	0	0	0	0	1	0
AT1G50880	0	0	0	0	1	0
AT1G50890	13	13	13	14	15	9
AT1G50900	250	248	889	153	99	359
AT1G50910	3	6	8	4	1	15
AT1G50920	100	118	232	165	66	327
AT1G50930	0	0	0	0	2	0
AT1G50940	48	35	40	41	39	56
AT1G50950	12	14	13	10	9	13
AT1G50970	8	20	17	17	12	18
AT1G50990	0	7	0	0	7	0
AT1G51030	0	0	0	3	1	0
AT1G51040	0	0	1	0	0	0
AT1G51055	0	0	0	0	0	1
AT1G51060	22	72	88	61	44	76
AT1G51070	18	43	81	23	3	67
AT1G51080	72	97	53	20	5	7
AT1G51090	190	170	305	109	79	155
AT1G51100	60	103	239	36	32	76
