idRefSeq	N8	T8	N33	T33	N51	T51
NM_001127400	469	254	954	545	1172	1585
NM_004449	159	86	157	24	465	291
NM_001136154	159	86	160	24	472	294
NM_001017370	139	75	356	206	434	278
NM_020940	302	163	529	417	1082	881
NM_015055	495	269	509	432	1299	1790
NM_001511	89	48	63	96	571	244
NM_007013	325	176	465	337	646	1072
NM_021190	242	131	531	285	699	450
NM_014845	113	61	286	183	270	178
NM_024617	808	439	1085	634	1951	2216
NM_016008	56	30	107	76	74	141
NM_014606	501	272	704	397	1087	928
NM_012347	515	280	684	454	977	586
NM_145739	144	56	136	173	140	76
NM_031940	99	113	165	133	443	241
NM_020405	360	156	443	581	2166	1181
NM_018075	301	196	187	134	687	374
NM_018113	133	130	247	134	694	378
NM_001003703	73	70	202	108	279	151
NM_001128615	332	176	401	367	590	321
NM_001010986	287	79	221	331	725	394
NM_014918	558	227	476	550	2524	1377
NM_170679	441	470	631	409	789	430
NM_006930	477	480	647	414	844	458
NM_001102603	182	4	216	205	489	265
NM_198893	178	4	216	205	489	265
NM_018225	295	110	372	333	685	372
NM_020155	80	199	93	78	363	197
NM_018429	1324	743	1673	1296	2532	1377
NM_015531	304	94	434	461	1146	625
NM_032977	211	94	256	227	665	373
NM_080829	169	157	210	185	2919	372
NM_032020	67	105	138	122	424	199
NM_001005	1488	745	1158	1024	1824	2326
NM_001116	586	440	575	508	1827	764
NM_001014795	235	54	349	308	884	592
NM_016277	113	50	144	127	359	323
NM_003664	708	465	917	812	1559	826
NM_138292	632	160	896	792	2260	1558
NM_001127360	140	138	175	155	595	250
NM_000098	183	99	240	212	299	317
NM_001039661	67	22	76	67	310	263
NM_017875	62	25	118	104	221	140
NM_017778	336	263	405	358	626	290
NM_131916	52	21	102	90	140	89
NM_198597	1672	901	1398	1238	3325	3293
NM_002393	1315	765	1717	1519	3182	1591
NM_001014972	1268	632	1672	1475	2824	2412
NM_004445	274	149	292	989	192	65
NM_001014440	65	35	54	142	225	93
NM_175931	65	35	29	105	226	64
NM_152680	767	419	887	415	965	1240
NM_206853	912	499	1053	1026	4371	1410
NM_144684	85	46	110	64	187	197
NM_030793	393	214	546	312	962	617
NM_173562	752	410	718	520	1843	1279
NM_080670	977	532	453	729	1962	895
NM_138727	123	67	182	123	298	286
NM_001122956	1147	628	1009	1322	2490	939
NM_014063	1147	628	1007	1314	2486	936
NM_153340	63	34	60	89	171	91
NM_002194	169	92	187	144	294	177
NM_020195	98	53	100	266	282	127
NM_001356	2420	1326	4716	4182	5883	6061
NM_020185	231	126	173	92	389	304
NM_004922	1673	911	1398	1238	3327	3296
NM_006876	62	188	75	32	215	117
NM_001024381	89	98	151	113	416	227
NM_017897	88	15	70	74	171	93
NM_001006932	304	56	212	196	1619	884
NM_001006947	120	51	169	165	438	239
NR_024413	107	29	34	87	147	80
NM_018030	262	87	352	425	750	410
NM_025222	866	457	720	731	1808	991
NM_024120	54	43	83	65	143	78
NM_005176	237	84	227	316	460	251
NM_001012632	117	64	303	328	2930	450
NM_001127401	469	258	954	549	1173	1585
NM_152409	532	292	593	566	1692	815
NM_006024	995	548	1887	1370	3283	18520
NM_001131062	264	145	229	232	664	319
NM_153223	152	83	225	245	342	165
NM_015175	2719	1499	2766	2743	4575	1822
NM_004698	242	133	345	239	529	435
NR_024195	941	518	757	788	2769	977
NR_024194	949	523	762	813	2856	1009
NM_001135732	946	519	763	809	2853	1003
NM_005488	946	519	762	809	2851	1003
NM_002039	924	509	939	451	1240	1195
NM_207123	928	510	940	454	1244	1196
NM_001014436	1144	628	1005	1312	2483	932
NM_181831	191	105	187	153	453	289
NM_020801	1232	676	1372	460	2642	1511
NM_003635	257	141	279	325	895	465
NM_001080383	111	81	98	87	737	257
NM_001045556	98	55	63	56	553	118
NM_000990	238	126	342	305	488	664
NM_198991	146	58	169	150	102	113
NR_024279	49	5	64	57	118	67
NM_014818	427	222	526	467	731	537
NM_022470	97	39	199	177	451	295
NM_006154	422	205	473	421	1755	1014
NM_018653	75	81	102	91	644	211
NM_003364	326	421	759	678	1203	326
NM_022036	87	91	106	94	679	240
NM_014497	1268	643	1675	1487	2831	2417
NM_001130686	88	33	92	133	453	249
NM_007034	401	252	484	221	1661	918
NM_017886	65	45	179	120	247	136
NM_018699	36	49	77	33	117	64
NM_145291	64	15	70	78	220	121
NM_206861	1452	731	1155	1748	2594	1427
NM_003542	976	3254	2700	2353	2298	1265
NM_001009996	159	82	120	196	413	228
NR_000018	1731	2181	10419	7332	3160	1742
NM_152734	751	305	674	1111	2253	1247
NM_001098794	328	215	410	354	1152	636
NM_001081491	906	894	1091	814	2278	1260
NM_001903	2638	2109	2374	2066	4550	2513
NM_018268	286	108	312	405	599	330
NM_203386	1677	893	1526	2043	3537	1955
NM_203388	1654	891	1518	2036	3511	1935
NM_022828	804	463	1087	606	1450	798
NM_000355	62	34	55	88	414	80
NM_006077	223	123	229	443	692	346
NM_001077269	374	207	323	314	1938	894
NM_001135147	55	30	17	62	681	132
NM_001083962	1111	614	1195	993	4410	2500
NM_003199	1106	614	1193	990	4393	2492
NM_180699	104	57	114	112	202	86
NM_001012754	147	81	387	231	467	288
NM_182501	238	131	414	365	482	340
NM_016162	118	65	198	145	339	315
NM_001127582	118	65	198	145	339	315
NM_001127585	118	65	198	145	334	310
NM_001099666	1075	597	1448	1049	2783	2491
NM_003773	154	85	137	257	1256	314
NM_001131063	262	145	222	221	659	313
NM_015974	102	56	104	30	155	98
NM_001135730	931	515	736	791	2731	970
NM_005128	700	388	970	806	1386	864
NM_003174	3589	1988	3262	3261	7303	3467
NM_024896	370	204	404	1396	712	292
NM_003977	142	225	188	168	364	196
NM_001007101	77	40	94	84	192	268
NM_002956	2956	1287	3121	2805	6242	4567
NM_020714	114	51	195	175	282	369
NM_023111	442	330	334	299	1756	403
NM_173540	48	67	85	76	332	131
NM_194436	90	83	68	61	60	17
NM_001040000	2659	408	2543	2283	3295	2121
NM_024028	49	36	76	68	155	80
NM_002828	94	101	163	146	220	106
NM_001039775	622	241	672	604	539	420
NM_033028	86	23	192	172	438	319
NM_004841	525	327	783	700	1533	816
NM_078471	2470	1668	2253	2014	5964	3009
NM_203318	2466	1668	2250	2014	5953	3004
NM_002923	96	22	156	140	535	406
NM_020374	184	79	249	224	470	449
NM_006454	601	209	645	577	2104	1339
NM_001102575	258	447	236	212	1335	449
NM_197960	211	64	419	377	784	581
NM_001079863	630	494	813	551	908	504
NM_183013	73	39	72	81	351	194
NM_001135602	111	53	77	137	336	186
NM_020785	162	16	189	280	367	203
NM_003597	236	114	294	469	656	364
NM_018165	945	349	1219	1128	2555	1421
NM_181042	920	341	1214	1099	2522	1405
NM_014829	787	803	1106	800	1529	851
NM_152247	837	452	1163	2256	1997	1107
NM_152253	837	452	1163	2256	1997	1107
NM_001136225	150	101	266	196	472	262
NM_007097	1452	1976	1068	929	2043	1138
NM_001834	1452	1976	1068	929	2043	1138
NM_001017392	981	589	1233	822	2924	1619
NM_032127	332	215	410	356	1158	641
NM_032290	112	80	136	114	211	117
NM_014016	439	264	598	411	907	504
NM_203387	1694	903	1552	2112	3590	1995
NM_203389	1671	901	1544	2105	3564	1975
NM_007368	264	147	161	437	1657	511
NM_180703	103	57	114	112	201	88
NM_144767	1843	1027	1684	1606	6638	3486
NM_018708	673	375	408	509	1740	594
NM_014362	195	108	286	116	335	251
NM_001043351	423	235	419	279	892	554
NM_198047	194	108	286	114	323	245
NM_001079864	982	546	1862	1363	3229	18314
NM_182919	429	239	265	347	505	258
NM_001109662	1790	999	2106	1688	3537	2128
NM_001009984	437	244	553	1419	1484	601
NM_022118	515	287	761	560	813	562
NM_198593	193	108	108	205	1627	366
NM_004058	65	36	152	50	261	151
NM_013443	298	167	222	399	1271	585
NM_197977	131	73	153	73	329	246
NM_000254	655	368	920	989	2372	1223
NM_144977	97	54	138	103	151	364
NM_032043	70	39	189	107	167	146
NM_001127510	766	431	946	482	1466	845
NM_017599	600	336	686	609	1122	1669
NM_182898	143	80	204	398	1116	487
NM_031899	462	259	322	406	1306	513
NM_182764	389	218	356	320	886	633
NM_020393	54	30	52	40	91	212
NM_013256	72	40	130	70	175	159
NM_001008699	386	216	333	420	999	453
NM_152778	163	91	315	275	339	269
NM_032410	1566	880	1803	1226	4078	3833
NM_001418	6512	3647	7124	5845	16556	17668
NM_021070	368	650	425	384	1095	377
NM_006748	93	55	60	54	520	109
NM_000888	587	180	485	438	800	3274
NM_021913	438	379	446	404	2309	760
NM_001699	438	379	446	404	2309	760
NM_019086	232	168	487	439	530	231
NM_005540	181	175	221	200	527	281
NM_198240	2941	1284	3114	2805	6228	4558
NM_021151	392	161	665	600	467	773
NM_005813	393	50	526	475	1171	1017
NM_001225	207	92	154	139	529	491
NM_001394	39	57	73	66	218	118
NM_012104	357	179	322	291	1043	841
NM_015975	115	40	192	173	263	179
NM_024942	61	33	112	101	167	187
NM_001626	984	896	1011	912	2571	1099
NM_181597	326	421	756	683	1200	326
NM_130473	459	372	503	455	1593	852
NM_003682	459	372	503	455	1595	852
NM_130476	458	374	503	455	1596	850
NM_130434	218	64	419	378	780	575
NM_001402	241	94	375	338	419	273
NM_005238	634	416	590	317	3888	2171
NM_015044	804	591	990	859	2290	1280
NM_152736	76	54	148	65	238	133
NM_019593	295	230	875	699	1410	789
NM_004091	304	329	201	160	258	144
NM_032100	93	51	76	102	290	162
NM_023034	693	524	731	647	1150	643
NM_018313	917	343	1173	1083	2457	1374
NM_139241	472	435	441	359	1345	752
NM_014611	2818	1395	2707	3966	5605	3128
NM_018091	170	95	178	209	394	220
NM_003060	257	88	162	164	359	201
NM_014884	944	604	1188	776	2725	1529
NM_002468	1219	362	862	1054	2219	1238
NM_203383	1673	885	1509	2047	3512	1965
NM_203385	1667	893	1527	2109	3539	1985
NM_203384	1650	883	1501	2040	3486	1945
NM_005855	59	33	90	132	270	136
NM_021106	184	104	215	368	957	535
NM_198476	68	38	75	130	137	55
NM_024753	295	166	440	277	660	397
NM_001127583	116	65	194	145	337	311
NM_001127584	116	65	194	145	337	311
NM_015153	1226	693	1280	978	2296	2212
NM_024583	147	83	348	102	281	302
NM_033158	153	86	137	248	1236	315
NM_003477	177	100	267	132	401	405
NM_001042559	6375	3596	6989	5778	16220	17308
NM_032454	64	13	75	68	123	114
NM_001040458	531	365	701	637	1876	951
NM_001025235	101	111	170	155	807	186
NM_001025236	101	111	170	155	807	186
NM_001025237	98	108	170	155	800	184
NM_003271	95	107	171	155	801	183
NM_001130144	369	659	427	389	1112	384
NM_000820	391	440	576	523	1116	356
NM_005936	2425	388	2294	2080	2977	1955
NM_012486	97	74	87	79	289	141
NM_000447	97	74	87	79	289	141
NM_152240	96	36	194	176	445	294
NM_024852	208	104	272	247	625	512
NM_001127359	144	131	170	155	562	241
NM_014160	212	179	334	304	704	301
NM_003624	315	315	273	248	802	275
NM_152678	332	141	481	436	814	572
NM_130470	458	371	501	455	1595	852
NM_130475	457	375	500	454	1595	846
NM_024611	251	57	392	356	446	558
NM_001018089	250	57	390	355	434	554
NM_001127598	1561	900	2706	910	4358	2453
NM_001007139	1565	900	2696	910	4350	2453
NR_003512	1563	904	2716	913	4360	2458
NM_006425	354	275	430	326	752	424
NM_014572	431	429	428	229	1204	676
NM_170674	95	48	192	211	213	120
NM_170677	95	48	194	211	213	120
NM_198562	83	91	132	120	214	120
NM_015332	1302	643	1092	1577	2986	1680
NM_006336	494	234	431	843	1473	831
NM_016546	504	232	357	568	1569	884
NM_003540	25	90	152	39	93	52
NM_001078171	246	69	282	340	812	457
NM_020165	84	82	115	83	175	98
NM_020776	67	54	122	107	109	61
NM_018032	309	349	438	380	880	496
NM_001085471	999	382	1116	1184	2500	1412
NM_005197	996	391	1099	1176	2485	1399
NM_004435	62	24	79	239	212	119
NM_002939	1690	895	1535	2116	3565	2005
NM_001130683	365	208	333	329	2046	1047
NM_014181	978	556	1168	452	770	439
NM_022650	298	169	408	447	644	302
NM_015274	194	110	141	233	571	259
NM_001004019	894	508	552	513	5801	1792
NM_002560	50	28	53	203	159	59
NM_001030288	101	57	118	139	434	201
NM_003123	101	57	118	139	436	202
NM_002965	16592	9469	22183	6909	18453	11578
NM_031476	462	263	186	254	4871	625
NM_016467	138	78	310	236	449	461
NM_004257	208	118	218	304	645	307
NM_014969	486	277	667	575	705	1273
NM_000038	757	431	943	482	1462	842
NM_015308	1062	604	1575	897	2078	1612
NM_133375	188	107	216	154	437	256
NM_002185	106	60	62	208	782	403
NM_017901	347	197	264	284	987	314
NM_003292	1706	970	1970	1759	3338	2889
NM_145804	96	54	130	119	427	358
NM_001025239	95	107	169	155	775	176
NM_001010	709	364	848	779	1395	849
NM_003359	680	272	945	866	968	1171
NM_020388	7060	2625	9806	8982	13669	13895
NM_004663	1163	341	1348	1232	1347	1657
NM_006788	480	401	438	401	1139	610
NM_201274	306	178	311	285	898	365
NM_007322	318	315	275	251	810	283
NM_152988	312	320	398	365	868	306
NM_004674	219	183	392	360	648	324
NR_024019	662	535	916	838	1773	666
NM_017743	211	64	394	360	733	549
NM_207380	484	444	354	325	1575	673
NM_133172	166	148	195	179	623	209
NM_006317	152	87	276	121	571	1163
NM_030968	210	120	113	206	1705	402
NM_145041	86	49	107	122	582	223
NM_198679	1080	620	856	1950	5698	2547
NM_153705	301	172	423	752	1224	578
NM_001012300	235	134	269	502	778	361
NM_000240	485	277	393	317	428	961
NM_022346	235	134	293	222	299	343
NM_006505	574	330	301	420	2011	949
NM_133171	389	222	358	326	890	638
NM_183012	73	37	72	75	334	189
NM_004699	135	178	238	196	676	383
NM_001134832	235	155	334	161	515	291
NM_153263	38	63	54	22	194	110
NM_012416	356	117	334	438	582	330
NR_002451	62	40	124	73	194	110
NM_005669	513	594	730	608	1627	924
NM_005434	938	700	1100	647	1261	713
NM_024682	246	194	330	246	657	372
NM_017762	428	305	1181	323	828	470
NM_001012634	108	62	259	258	2569	398
NM_001111308	89	51	77	162	438	216
NM_006487	359	207	529	488	4614	409
NM_006485	377	217	542	504	4784	418
NM_001080125	132	76	167	110	446	433
NM_006393	1043	604	1797	1022	994	646
NM_000967	1052	608	1104	1497	2353	1183
NM_001135768	552	318	295	411	1931	913
NM_001135769	552	318	295	411	1931	913
NM_015651	253	146	194	593	764	234
NM_006918	396	228	558	512	494	987
NM_004904	139	80	200	383	1104	482
NM_015216	545	315	756	493	1029	721
NM_030954	136	78	268	74	351	319
NM_017987	186	107	240	210	423	388
NM_016474	94	54	121	115	269	136
NM_005545	371	536	311	287	2859	1185
NM_001126336	667	438	429	395	8786	2334
NM_015419	457	327	1305	1202	7221	3196
NM_001025234	101	113	171	158	831	188
NM_005177	723	806	714	659	2230	1149
NM_001130021	723	806	714	659	2230	1149
NM_033092	205	51	181	167	280	352
NM_015850	472	350	355	327	1884	424
NM_023110	472	350	355	327	1884	425
NM_174908	514	172	551	507	1547	1011
NM_015030	1204	380	1614	1490	3046	3467
NM_177422	181	74	225	208	546	461
NM_032823	616	279	1099	1011	1320	1015
NM_139207	401	216	586	542	935	668
NM_005724	464	231	584	539	1483	1122
NM_001024956	395	219	554	511	496	979
NM_001077238	313	332	400	370	885	309
NM_138381	202	139	183	169	381	139
NM_001014283	159	208	233	215	540	249
NM_007320	306	300	262	242	768	271
NM_017919	638	132	789	729	1261	1218
NM_005898	1408	573	1440	1328	2659	3037
NM_001664	2936	1755	3770	3469	6768	3715
NR_002737	950	2075	9977	5898	4227	2413
NM_002611	251	159	281	222	807	460
NM_005764	355	167	244	553	604	344
NM_001135820	671	245	259	390	2654	1521
NM_000361	1195	617	914	1227	2021	1153
NM_016021	502	396	610	372	1543	884
NM_001010895	278	141	365	683	761	433
NM_001130438	2985	1675	3081	6126	8403	4795
NM_003127	2985	1675	3081	6126	8403	4795
NM_001997	245	817	510	361	608	347
NM_000017	95	55	113	166	430	161
NM_000709	164	95	234	295	369	88
NM_001998	876	508	546	513	5733	1788
NM_181706	85	49	146	79	189	138
NM_001033853	1043	608	1102	1491	2334	1175
NM_004457	807	468	856	666	1065	1212
NM_006677	675	392	696	705	1554	716
NM_014169	258	150	205	642	640	339
NM_001358	985	572	1323	1196	1949	2545
NM_001135178	287	166	260	250	484	255
NM_001081492	1504	872	1339	491	998	833
NM_182507	1504	872	1329	487	997	833
NM_134447	469	272	610	481	972	1253
NM_003796	469	272	612	485	980	1258
NM_153377	808	469	1369	1175	985	2082
NM_003731	131	76	122	233	407	220
NM_052941	122	6	86	80	181	292
NM_030952	674	290	527	488	428	733
NM_001080471	133	79	163	151	946	275
NM_018335	151	72	213	198	287	284
NM_014231	67	54	150	139	381	165
NM_178006	186	109	169	157	1310	296
NM_001130020	724	806	727	674	2242	1164
NM_020447	671	205	845	782	1683	1044
NM_001127184	424	371	528	489	1555	708
NM_014282	112	105	113	105	342	132
NM_024945	128	70	120	111	188	270
NM_173582	90	38	113	105	630	544
NM_181861	275	119	332	309	1107	658
NM_145350	158	132	144	134	927	172
NM_024956	79	59	127	118	218	88
NM_198902	441	231	574	533	1447	1072
NM_012279	154	153	145	135	345	180
NM_015185	230	19	271	251	506	404
NM_170692	543	395	823	766	1655	874
NM_145887	221	255	262	244	427	240
NM_197961	215	64	410	380	766	575
NM_015348	940	460	1127	1048	2049	1569
NM_000612	1601	952	2798	938	4477	2567
NR_003008	1121	1306	6887	2419	3653	2108
NR_001285	968	839	27403	9600	10749	6178
NM_053034	263	246	419	304	1229	708
NM_024761	255	92	356	362	809	464
NM_020548	826	589	1006	654	939	541
NM_000328	40	52	85	52	178	102
NM_080590	61	36	149	48	250	143
NR_000021	9823	5621	40157	43619	28240	16286
NM_013390	704	281	276	396	2774	1594
NM_006997	1354	660	1093	1600	2395	1380
NM_133439	60	17	93	413	178	102
NM_170676	92	48	192	211	207	119
NM_170675	92	48	194	211	207	119
NM_001080517	1794	1012	1470	2434	3995	2297
NM_020412	536	391	661	540	1203	693
NM_001034194	131	149	205	147	295	169
NM_005033	131	149	205	147	295	169
NM_023039	99	129	192	120	207	119
NR_002184	115	65	77	158	159	91
NM_006362	485	427	619	453	1209	695
NM_173543	162	478	438	407	591	339
NM_014868	1403	742	1193	1129	4133	2370
NM_001295	62	36	29	101	479	76
NM_020698	180	105	283	78	787	666
NM_005226	122	71	100	109	759	284
NM_014923	662	388	751	498	1603	1102
NM_017458	1914	1118	1588	2835	6049	2583
NM_002372	621	363	824	855	1964	952
NM_203372	787	462	833	657	1056	1199
NM_144780	295	172	275	246	429	694
NM_003676	331	193	338	287	550	879
NM_016403	200	117	309	142	200	323
NM_024910	171	100	194	275	514	154
NM_001044385	306	179	506	418	496	790
NM_014897	363	212	279	244	663	773
NM_148178	76	44	42	171	152	80
NM_006766	1541	901	1538	1256	2975	3830
NM_001111309	84	49	77	160	425	207
NM_001105556	101	59	150	251	1186	264
NM_001079673	672	396	768	527	1657	1143
NM_001007267	700	412	1210	676	678	1849
NM_178007	180	106	146	152	1206	287
NM_015917	419	247	485	516	1011	398
NM_006055	654	385	832	674	1360	1244
NM_001009	286	168	320	297	535	482
NM_182899	136	80	197	383	1091	481
NM_018002	341	201	609	220	569	734
NM_001024630	140	82	232	198	799	738
NM_001099412	1571	927	1578	1288	3040	3968
NM_001099413	1562	922	1564	1281	3036	3945
NM_001080493	72	42	100	30	89	105
NM_177433	462	161	583	545	1416	936
NR_024428	56	41	60	56	383	61
NM_032484	141	186	161	150	507	240
NM_003437	74	4	93	87	141	131
NM_152133	52	38	110	103	322	104
NM_057169	460	202	514	482	1324	850
NM_001135213	441	197	509	476	1295	835
NM_014776	441	197	509	476	1295	835
NM_178335	539	196	595	558	1603	1064
NM_181868	269	119	322	302	1072	633
NM_022070	125	63	318	298	481	352
NM_014487	224	276	219	205	437	245
NM_017610	490	288	771	723	1006	1115
NM_003861	924	496	995	932	2009	1593
NM_004430	242	418	692	649	301	154
NM_006874	131	84	126	118	478	231
NM_006292	400	216	500	466	776	864
NM_017666	91	50	152	142	202	245
NM_000048	71	79	92	86	292	165
NM_007131	130	217	289	270	686	353
NR_003562	53	104	75	70	138	63
NM_001932	53	104	75	70	138	63
NM_003156	1122	485	1006	940	2714	1675
NM_001100400	427	188	593	556	952	920
NM_001105214	213	175	369	346	620	328
NM_001042546	304	169	299	280	557	386
NM_000147	47	72	90	52	213	123
NM_183011	74	37	78	75	336	194
NM_194298	222	17	324	420	222	128
NM_133464	69	41	49	24	63	36
NM_001005911	205	119	205	220	312	180
NR_003695	5394	9114	68828	32092	30992	17945
NM_153186	1380	191	1238	1794	1559	902
NM_015158	1373	190	1241	1791	1551	901
NR_003033	8841	8960	49714	45149	60280	34969
NM_024420	119	29	226	264	173	100
NM_181869	148	95	160	145	565	327
NM_178833	124	7	80	89	288	167
NM_207344	202	63	197	413	459	266
NM_003895	229	136	315	192	721	417
NM_001076787	528	453	328	283	1762	1021
NM_005528	68	150	109	90	247	143
NM_005520	1523	1231	2236	1590	3249	1876
NM_000396	343	204	323	1693	3595	1269
NM_004882	135	80	176	157	171	247
NM_001005910	205	121	211	223	313	181
NM_015049	479	285	607	683	2217	1182
NM_001136574	649	385	825	665	1354	1244
NM_001136575	649	385	824	665	1355	1244
NM_002493	93	55	171	228	156	66
NM_001097620	1661	984	1528	1495	1345	626
NM_203446	229	136	315	192	723	420
NM_014247	513	304	622	499	1545	1002
NM_001077395	63	37	95	64	173	158
NM_015958	63	37	95	64	173	162
NM_002757	85	50	137	222	255	124
NM_145160	85	50	137	222	255	124
NM_005359	868	515	1033	1024	2146	1159
NM_006800	135	80	210	229	409	223
NM_007361	114	224	117	110	1464	425
NR_003046	3722	4814	27862	26211	19527	8158
NM_145798	56	48	68	64	432	127
NM_012212	646	343	984	926	697	528
NM_030957	130	83	145	136	795	174
NM_005554	72946	17892	56183	52930	74745	96421
NM_001031717	160	143	142	134	469	141
NM_001666	222	160	326	307	1538	268
